1,5,2017,0,0,3
0,6,2016,0,0,3
0,7,2016,0,0,3
0,6,2016,0,0,3
0,7,2016,0,0,3
0,7,2016,0,0,3
0,7,2016,0,0,3
0,5,2016,0,0,2
0,7,2016,0,0,2
0,7,2016,0,0,2
0,6,2016,0,0,2
0,7,2016,0,0,2
0,5,2016,0,0,2
0,6,2016,0,0,2
0,5,2016,0,0,2
1,7,2016,0,0,3
1,7,2016,0,0,3
1,6,2016,0,0,3
1,7,2016,0,0,3
1,6,2016,0,0,2
1,6,2016,0,0,2
0,7,2015,0,0,3
0,6,2015,0,0,3
0,6,2015,0,0,3
0,7,2015,0,0,3
0,7,2015,0,0,3
0,6,2015,0,0,2
0,7,2015,0,0,2
0,7,2015,0,0,2
0,7,2015,0,0,2
0,7,2015,0,0,2
0,6,2015,0,0,2
0,5,2015,0,0,2
0,6,2015,0,0,2
0,5,2015,0,0,2
0,6,2015,0,0,2
0,7,2015,0,0,2
0,7,2015,0,0,2
1,8,2015,0,0,3
1,7,2015,1,0,3
1,8,2015,0,0,3
1,6,2015,0,0,3
1,6,2015,0,0,3
1,8,2015,0,0,3
1,5,2015,1,0,2
1,7,2015,0,0,2
1,7,2015,0,0,2
0,7,2014,0,0,2
0,6,2014,0,0,2
1,6,2014,0,0,4
1,5,2014,0,0,3
1,8,2014,1,0,3
1,6,2014,1,0,2
0,7,2013,0,0,2
0,10,2013,0,0,2
0,6,2012,0,0,2
0,7,2012,0,0,2
0,8,2012,1,0,1
1,5,2012,1,0,2
1,6,2012,1,0,2
1,6,2012,1,0,1
0,8,2011,0,0,2
0,11,2011,0,0,2
0,11,2011,0,0,2
0,7,2011,0,0,2
0,9,2011,0,0,2
0,9,2011,1,0,2
0,6,2011,0,0,2
0,9,2011,0,0,2
0,4,2011,0,0,2
0,7,2011,0,0,1
0,7,2011,0,0,1
0,4,2011,1,0,1
0,9,2011,0,0,1
0,9,2011,1,0,1
1,5,2011,1,0,3
1,8,2011,0,0,2
1,8,2011,0,0,2
1,6,2011,0,0,2
1,6,2011,1,0,1
1,10,2011,1,0,1
1,7,2011,1,0,1
1,9,2011,1,0,1
0,3,2010,0,0,2
0,8,2010,0,0,2
0,7,2010,0,0,2
0,2,2010,1,0,2
0,3,2010,0,0,2
0,9,2010,0,0,1
0,7,2010,0,0,1
0,5,2010,0,0,1
0,12,2010,0,0,1
0,7,2010,0,0,1
0,9,2010,0,0,1
0,7,2010,0,0,1
0,12,2010,0,0,1
0,8,2010,0,0,1
0,8,2010,0,0,1
0,12,2010,1,0,1
0,9,2010,0,0,1
0,7,2010,0,0,1
0,8,2010,0,0,1
0,7,2010,0,0,1
0,13,2010,0,0,1
0,8,2010,0,0,1
0,13,2010,0,0,1
0,6,2010,0,0,1
1,8,2010,1,0,1
1,10,2010,1,0,1
1,14,2010,0,0,1
1,1,2010,1,0,1
1,7,2010,1,0,1
1,6,2010,1,0,1
1,8,2010,1,0,1
1,8,2010,1,0,1
1,12,2010,1,0,1
1,9,2010,1,0,1
1,5,2010,1,0,1
1,7,2010,1,0,1
1,5,2010,1,0,1
1,9,2010,1,0,1
1,7,2010,1,0,1
1,6,2010,1,0,1
1,9,2010,1,0,1
1,7,2010,1,0,1
1,10,2010,1,0,1
0,9,2009,0,0,1
0,7,2009,1,0,1
0,9,2009,1,0,1
0,10,2009,0,0,1
0,8,2009,1,0,1
0,11,2009,0,0,1
0,9,2009,1,0,1
0,11,2009,0,0,1
0,8,2009,0,0,1
0,6,2009,1,0,1
0,9,2009,1,0,1
0,11,2009,1,0,1
0,8,2009,1,0,1
1,7,2009,0,0,1
1,9,2009,1,0,1
1,10,2009,1,0,1
1,12,2009,0,0,1
1,12,2009,0,0,1
1,7,2009,1,0,1
1,4,2009,1,0,1
1,9,2009,0,0,1
1,12,2009,1,0,1
1,6,2009,1,0,1
1,8,2009,1,0,1
1,7,2009,0,0,1
1,8,2009,1,0,1
0,8,2008,0,0,1
0,9,2008,0,0,1
0,11,2008,0,0,1
0,12,2008,0,0,1
0,7,2008,1,0,1
0,10,2008,0,0,1
0,9,2008,0,0,1
0,11,2008,0,0,1
0,8,2008,0,0,1
0,12,2008,0,0,1
0,13,2008,0,0,1
0,11,2008,0,0,1
0,12,2008,0,0,1
0,14,2008,0,0,1
0,8,2008,0,0,1
0,10,2008,0,0,1
0,14,2008,0,0,1
0,3,2008,0,0,1
0,11,2008,0,0,1
0,12,2008,0,0,1
0,6,2008,1,0,1
1,9,2008,0,0,1
1,8,2008,0,0,1
1,7,2008,1,0,1
1,9,2008,0,0,1
0,8,2007,0,0,1
0,10,2007,0,0,1
0,10,2007,0,0,1
0,10,2007,0,0,1
0,11,2007,0,0,1
0,8,2007,0,0,1
0,14,2007,0,0,1
0,9,2007,0,0,1
0,8,2007,0,0,1
0,10,2007,0,0,1
0,8,2007,0,0,1
0,14,2007,0,0,1
0,10,2007,0,0,1
0,13,2007,0,0,1
0,14,2007,0,0,1
0,9,2007,0,0,1
0,12,2007,0,0,1
0,15,2007,0,0,1
0,8,2007,0,0,1
0,11,2007,0,0,1
0,11,2007,0,0,1
0,13,2007,0,0,1
0,11,2007,0,0,1
0,9,2007,0,0,1
0,10,2007,0,0,1
0,13,2007,0,0,1
0,13,2007,0,0,1
0,10,2007,0,0,1
0,8,2007,0,0,1
0,10,2007,0,0,1
0,10,2007,0,0,1
0,12,2007,0,0,1
0,6,2007,0,0,1
